id, name, release date, type, group, [contributing artist ids]
4nlpi9eerYyDE3BmG4PZWl,Yawa,2018-03-23,Album,Single,[36gl2NBJNRaQakdS4fTKGW,4qYpTEJThZ8FC8KzyFrSWW]
17WJjDTyOFLYUntQjqhcek,Beautiful,2017-06-02,Album,Single,[4qYpTEJThZ8FC8KzyFrSWW,0rNTIEZKm4LYPn16AcpTaS]
2fHTJ5RG0bsYkafrPJY28g,Wait a Minute (feat. Olamide),2017-01-24,Album,Single,[4qYpTEJThZ8FC8KzyFrSWW]
4qpbc6i8wbIq69RV3JHvNy,African Lady (feat. Willy Paul),2016-10-31,Album,Single,[4qYpTEJThZ8FC8KzyFrSWW]
4pSxk7FIy8xgqfXTJtorEl,For Sure (feat. Simi),2016-10-07,Album,Single,[4qYpTEJThZ8FC8KzyFrSWW]
6Xisfdzv29sp5IPlhYne86,Ire,2016-08-04,Album,Single,[4qYpTEJThZ8FC8KzyFrSWW]
75rQfiiBW8aFiKPhDIoNi1,What You Want,2015-12-01,Album,Single,[5wJBdwIAg6nZoCaWbFhc1r,4qYpTEJThZ8FC8KzyFrSWW,36gl2NBJNRaQakdS4fTKGW]
1OoP69sQx8P7Co07sqp6JF,Phantom,2015-11-10,Album,Single,[4qYpTEJThZ8FC8KzyFrSWW,6mMtnxEQkYoY5FfJIQ9Rhb]
5iyVbpRP31LcaE1o6YNHkI,Paper,2014-11-24,Album,Single,[4qYpTEJThZ8FC8KzyFrSWW]
6zqqcZMW7zrrIFj1yvtaGs,Trips,2014-07-30,Album,Single,[4qYpTEJThZ8FC8KzyFrSWW]
6TySozrm92d4rUIsf6BQQt,High Beach Morning,2022-10-24,Album,Album,[1AavJbrmyu2LqJRUmR05RY]
3nMKVB376oJBT6Ermltpom,Hollow Waves,2022-10-24,Album,Album,[0R6f2mS964rK2xxm5Tt53q,0SEdRRgN9tLMWyO4El4e1h,1AavJbrmyu2LqJRUmR05RY]
5NPHfR3E7BDfkF2dZazJhO,Lone Gull Over Waves,2022-10-23,Album,Album,[0R6f2mS964rK2xxm5Tt53q,0SEdRRgN9tLMWyO4El4e1h,1AavJbrmyu2LqJRUmR05RY]
0QGbpW8M36zygG7im7DBI5,Ship The House,2022-10-23,Album,Album,[1AavJbrmyu2LqJRUmR05RY]
64garf0Ne4SNgVvPh1POoQ,Dark Currents Morning,2022-10-22,Album,Album,[1AavJbrmyu2LqJRUmR05RY]
0d1aAqZoli28V6kNzVKjCv,Slow Tidal Wash,2022-10-22,Album,Album,[0R6f2mS964rK2xxm5Tt53q,0SEdRRgN9tLMWyO4El4e1h,1AavJbrmyu2LqJRUmR05RY]
6WZQKNR8l2TnURmkzAHkUY,Docks Moon Subdued,2022-10-21,Album,Album,[1AavJbrmyu2LqJRUmR05RY]
6deeVrcTuNfqIZK2EyrmQC,Subdued Tides,2022-10-21,Album,Album,[0R6f2mS964rK2xxm5Tt53q,0SEdRRgN9tLMWyO4El4e1h,1AavJbrmyu2LqJRUmR05RY]
04gtSo3VMICavJr7rCtHH5,Busy Tide,2022-10-20,Album,Album,[0R6f2mS964rK2xxm5Tt53q,0SEdRRgN9tLMWyO4El4e1h,1AavJbrmyu2LqJRUmR05RY]
4ccAt5qEG987ABkvlmCdak,Coast Sandy Spring,2022-10-20,Album,Album,[1AavJbrmyu2LqJRUmR05RY]
4eDrtGRGbqglPfnMw89Lvy,Cold Arctic Ocean,2022-10-19,Album,Album,[0SWls9IYU56MEbIbwpQqYk,1AavJbrmyu2LqJRUmR05RY,4oxTG3EEqLucqjX6z60qND]
2cI4DQNhc4SKUbYQYxs0RP,on Coast Tides,2022-10-19,Album,Album,[1AavJbrmyu2LqJRUmR05RY]
3eIPln8UJkazSq7dRUMTOD,Sleeping Ocean Waves,2022-10-18,Album,Album,[0SWls9IYU56MEbIbwpQqYk,1AavJbrmyu2LqJRUmR05RY,4oxTG3EEqLucqjX6z60qND]
1K1Fg2d1erAUUHXGZLwCuC,Splashing Waves Calm,2022-10-18,Album,Album,[1AavJbrmyu2LqJRUmR05RY]
4jYDEDjxe6hJe25hXweYAa,Aqua Wave,2022-10-17,Album,Album,[0SWls9IYU56MEbIbwpQqYk,1AavJbrmyu2LqJRUmR05RY,4oxTG3EEqLucqjX6z60qND]
0d9O0VhTF1r7T2ieZ4gBWR,Coasts Subdued Busy,2022-10-17,Album,Album,[1AavJbrmyu2LqJRUmR05RY]
5rgoTKx7xWkyj8yRPwIG7s,Rough Distant Waves,2022-10-16,Album,Album,[0SWls9IYU56MEbIbwpQqYk,1AavJbrmyu2LqJRUmR05RY,4oxTG3EEqLucqjX6z60qND]
0OJrapnXaMQuKbWL2h4jRj,Spring By Old,2022-10-16,Album,Album,[1AavJbrmyu2LqJRUmR05RY]

